path_id;WKT;lvl
1739;LINESTRING (409876.767000514 5454229.43703823,409849.164012403 5454213.52087511,409801.720474553 5454202.62227808,409730.386131774 5454188.20159825,409724.61908471 5454169.99330723,409734.41038906 5454147.62698077,409757.410150925 5454120.77427273,409785.684790754 5454082.52663346,409816.631033297 5454016.19182467,409687.042290031 5454093.87322764,409712.213750697 5454056.4655893,409677.759741994 5454075.33345497,409700.283311731 5454043.41779277,409733.90386331 5453997.67659049,409757.342384066 5453926.01592997,409741.536901144 5453939.12919866,409745.056923918 5453915.30896382,409713.095737499 5453967.24983414,409715.446266543 5453920.07539009,409691.782077442 5453953.96671903,409626.487648599 5453974.11911426,409591.570005593 5453988.71407703,409536.795844428 5454031.30097972,409486.209442193 5454066.79203104,409457.865496004 5454101.15054295,409460.600023803 5454124.85704452,409461.19303888 5454184.83753601,409470.573176968 5454208.83508202,409452.118316008 5454274.17708222,409451.906796123 5454332.60295617,409454.831168593 5454391.76675778,409468.924369073 5454417.2324209,409455.967016158 5454436.92703449,409411.517620902 5454441.55004024,409346.689458392 5454418.85442582,409313.762101413 5454387.85031763,409280.441283703 5454356.85287997,409261.581001265 5454350.14718283,409233.318399716 5454365.41322444,409191.687092812 5454399.2138976,409121.885309859 5454429.96599605,409089.450724501 5454452.69621492,409080.203463099 5454484.00610574,409083.840829022 5454515.11435957,409116.524288596 5454554.68325432,409124.17952101 5454592.341387,409125.464966531 5454646.83970543,409107.866431762 5454692.69845752,409107.968342373 5454722.68641866,409106.94974028 5454779.17984334,409114.372319219 5454826.57148869,409112.491328762 5454858.17117956,409111.009763269 5454883.09249868,409108.5740605 5454948.56064072,409085.819855075 5454966.07173327,409057.310090368 5454966.15345378,409004.862261944 5454959.23639359,408954.538219279 5454939.43039595,408886.102391074 5454910.57296091,408848.616469669 5454887.43082103,408809.739480004 5454874.83115983,408759.52505071 5454885.01479469,408701.11562482 5454919.08638438,408640.593786661 5454943.84203674,408609.72287156 5454966.17122493,408596.236584946 5455000.66593997,408595.47331987 5455048.97132324,408598.69094293 5455125.2432926,408568.139286206 5455096.15010192,408558.947914386 5455130.57359667,408527.648966565 5455103.83928929,408531.077016106 5455145.83692511,408541.626652941 5455193.17599493,408509.961418534 5455167.60432496,408518.493539503 5455187.72256855,408492.043714934 5455170.63759509,408508.763146935 5455236.5551028,408515.7921497 5455256.47593182,408517.778734896 5455262.11394958,408508.722159152 5455280.95664826,408468.576186018 5455309.26759407,408431.121300206 5455335.21006354,408403.427417528 5455360.5900503,408364.989250334 5455397.83583513,408332.781603767 5455410.05891592,408317.847615801 5455427.83227682,408347.474103713 5455471.33948236);A
1740;LINESTRING (412145.971407984 5457222.95453621,412117.57318826 5457229.24588186,412088.726184165 5457232.04190313,412055.376145527 5457221.2886661,412023.918796712 5457207.39189556,412006.897137911 5457192.86407233,411978.886238652 5457174.24223019,411948.038599462 5457149.81706615,411940.089514684 5457140.60391372,411930.165792334 5457157.60884043,411921.892621761 5457162.70059832,411899.88755396 5457165.57709266,411881.193141748 5457168.41176312,411858.30260795 5457177.34050747,411838.831740375 5457180.76597943,411819.79224335 5457186.1305225,411801.509505922 5457202.38013148,411797.562158501 5457212.18412259,411793.69054948 5457226.25679966,411783.171102902 5457239.65771745,411776.050480911 5457245.80981364,411774.189970392 5457251.86643499,411756.239700464 5457269.31178259,411744.563280903 5457278.62823419,411725.807029512 5457289.82632333,411713.938802416 5457304.41657776,411701.279666248 5457318.24118817,411698.364748488 5457331.14215592,411698.706842139 5457340.66610247,411702.738696507 5457348.38505482,411718.417561821 5457352.22539272,411731.463609354 5457350.27026857,411748.920350508 5457343.36293912,411760.0497228 5457331.70904712,411775.441579009 5457329.90543208,411790.023774913 5457338.42264405,411794.731302639 5457351.97969585);A
1741;LINESTRING (412322.882758678 5456454.95567062,412301.533343593 5456463.07953894,412278.299156832 5456487.20111683,412271.256667373 5456510.67543206,412265.629666837 5456549.88349799,412244.173577702 5456587.79840724,412219.599214701 5456625.95219015,412204.612195146 5456653.256152,412199.26187704 5456684.67625345,412194.780028765 5456709.85558815,412185.274065151 5456725.77474174,412176.568547266 5456743.04883423,412166.614230939 5456767.34815988,412151.827183824 5456794.8270092,412136.351676575 5456816.10109963,412114.835428774 5456850.12571924,412087.400362892 5456868.07725414);C
1742;LINESTRING (412771.950528098 5458049.72246722,412748.434107826 5458077.29376847,412722.126425731 5458091.7328823,412677.760458298 5458112.67462496);B
1743;LINESTRING (411648.083003431 5458235.17879414,411655.223483739 5458266.58800355,411666.418196367 5458283.14309496,411675.955144357 5458293.8870698,411674.717171447 5458313.75535002,411674.519178017 5458350.35297063,411684.306975205 5458376.27111486,411688.680798302 5458405.77887696,411674.97199393 5458427.01500486,411666.676100804 5458445.05074122,411659.513877428 5458460.73317315,411621.463109626 5458497.53875172);A
1744;LINESTRING (412528.621746428 5459214.6640413,412532.971287077 5459193.57894824,412585.783646373 5459152.65310491,412545.787219959 5459140.83534399,412524.711912407 5459140.39227228,412484.551671423 5459142.9773353,412516.431306094 5459110.56805261,412560.162227031 5459087.29973784,412514.49609135 5459087.24786078,412492.430700581 5459073.97761859,412452.906788751 5459067.21237401,412453.150844408 5459057.86809077,412392.667812793 5459058.4423639,412406.501636694 5459044.98970931,412366.248772539 5459041.3501598,412364.773886088 5459022.30368453,412357.850270079 5458980.00418381,412350.858306589 5458957.15382843,412364.138288112 5458933.5911373,412363.547067457 5458921.14669565,412349.223000308 5458903.86178331,412308.110127145 5458895.17695678,412279.091799046 5458886.68863988,412273.003039654 5458884.45068665,412268.00565645 5458876.74675691,412268.678374012 5458870.11990409,412285.795057784 5458854.47962427,412301.432794367 5458843.72222258,412307.895490763 5458832.91104219,412315.348468171 5458823.06259551,412320.558664907 5458819.47685733,412331.574439871 5458812.68508645,412336.015780731 5458809.70095745,412347.158661542 5458810.87988923,412360.133190475 5458804.64628577,412372.575366779 5458789.65901644,412378.07618572 5458779.65274056,412408.056256295 5458762.62921474,412417.888803043 5458755.0781069,412418.256964834 5458741.65098632,412423.979108447 5458721.32232488,412435.002520191 5458702.65500784,412439.039961945 5458686.63420868,412440.209151281 5458674.16173444,412443.177875728 5458664.58503736,412449.787901974 5458650.65823074,412461.873135947 5458637.43374978,412463.274870031 5458627.68186138,412459.990174527 5458617.41524736,412457.117014355 5458608.32075135,412455.634847371 5458601.13890541);A
1745;LINESTRING (413052.847447877 5458826.91790609,413038.464901057 5458830.6480026,413024.220374101 5458830.6842852,413020.893753622 5458817.69375463,413022.241019998 5458804.44025603,413020.682962151 5458792.41138296,413014.874351543 5458782.57357522,413001.65914801 5458773.64244374,412989.062556884 5458767.02552577,412978.593350947 5458759.21853927,412974.650913884 5458744.10283926,412967.122070975 5458736.82754883,412959.794641601 5458730.32744386,412954.171982968 5458720.29772153,412943.886532094 5458711.69840532,412934.66625744 5458708.34175817,412921.87938385 5458702.128303,412908.611363971 5458689.88461578,412891.254346569 5458678.09491881,412884.463435459 5458668.27280285,412876.442948715 5458654.77850671,412858.741371639 5458633.65399612,412849.328633415 5458618.625073,412842.752648159 5458609.9782649,412842.714555582 5458625.93533729);A
1746;LINESTRING (412725.386610702 5458213.71752825,412730.577206749 5458218.47213319,412791.85001406 5458242.80807523,412743.473758261 5458244.35381115,412778.831543553 5458258.77085304,412812.789840103 5458283.1400062,412832.629396243 5458303.65228976,412852.044993335 5458322.21433095,412873.847178464 5458343.08483562,412887.190044427 5458359.99745436,412898.666653834 5458382.19917916,412912.796834223 5458399.67759883,412933.47479949 5458411.61494945,412950.986937941 5458420.28888488,412961.18418986 5458435.69474292,412965.354038204 5458452.75274238,412960.297728101 5458478.51877544,412956.538055549 5458499.78313902,412960.064376222 5458512.95950349,412978.095376935 5458518.12266708,413004.272932927 5458519.46532937,413013.689869243 5458522.8189886);C
1747;LINESTRING (412890.527144147 5458053.44724054,412852.654266894 5458027.77192061,412835.429656219 5458024.93143498,412822.853961327 5458019.29303617,412808.300851702 5458024.78325739,412781.621269226 5458040.57342794,412771.950528098 5458049.72246722,412757.777893191 5458063.13498398,412729.004304552 5458082.67254709,412702.367233175 5458088.73289033,412678.598041829 5458091.64548954,412652.097760109 5458094.40141805,412634.739727554 5458095.06632239);B
1748;LINESTRING (409656.742879783 5457112.77871555,409645.68828954 5457141.60447127,409646.895141619 5457167.67133515,409640.579188933 5457187.23445339,409644.664314812 5457198.45379399,409656.780975536 5457222.78472825,409679.965230364 5457255.88527313,409703.739220751 5457253.54904587,409725.551473583 5457250.07755229,409743.228923585 5457257.18204565,409754.553585742 5457280.73668167,409766.407023767 5457289.50466375,409789.434307539 5457289.12698864,409806.502478555 5457282.60899569,409838.552716007 5457284.81902471,409858.324707626 5457276.31094322,409889.404172117 5457267.23962975,409924.505432557 5457265.108006,409949.824610482 5457261.57998104,409974.642686557 5457251.44409587,409998.962447522 5457258.440702,410010.317094118 5457284.34158357,410016.364894005 5457295.91825821,410009.936084202 5457332.22892736,410011.673024292 5457367.22733753,410017.222490706 5457395.94751011,410018.675802689 5457437.18867538,410024.971639004 5457463.93959213,410032.348925009 5457485.62451597,410030.471749581 5457513.67668349,410047.978394177 5457502.84895749);B
1749;LINESTRING (409537.635932043 5456929.63835204,409558.6552962 5456965.52057626,409596.903795022 5457012.18377485,409632.143836094 5457053.84832379,409656.742879783 5457112.77871555,409661.197418519 5457123.44713855,409677.794772625 5457076.26084149,409687.241222519 5457092.65178046,409698.350851243 5457056.07482725,409699.718582327 5457032.10067385,409713.136954119 5457040.84286856,409713.835676949 5457012.02041895,409725.437118685 5457029.34346407,409729.975464764 5456972.82571831,409747.463561298 5457015.36051347,409752.595411771 5456947.53550929,409778.1970119 5457008.62941236,409769.02391797 5456925.47155887,409755.091821407 5456861.46195402,409743.922945715 5456823.49370886,409743.888028819 5456797.40762393,409759.068731654 5456770.68276642,409779.251002332 5456739.59488031,409797.722373918 5456699.58382542,409815.655132972 5456650.23006618,409823.281589863 5456615.06712885,409829.40108492 5456583.43158437,409831.345339002 5456535.51862606,409838.155050841 5456498.02286764);A
1750;LINESTRING (410515.199609911 5456473.73808465,410490.572483317 5456496.33333949,410482.714477127 5456517.08800519,410466.769018438 5456545.37992288,410450.24904388 5456561.61649062,410413.256411858 5456567.66727794,410393.66373486 5456563.70527828,410382.886445089 5456573.22125954,410370.362084183 5456595.23078556,410353.898658691 5456615.35859269,410342.31125712 5456622.94192919,410338.471209962 5456626.69621029,410338.990192915 5456634.87177498,410347.136854915 5456643.49014537,410360.422269954 5456680.26857405,410370.428288934 5456719.03526368,410381.680581456 5456738.70044505,410398.7777221 5456757.50320578,410424.687854256 5456790.56239843,410442.101424664 5456804.67878638,410462.180021771 5456839.00063124,410472.20982253 5456855.583515,410469.924657295 5456882.87482128,410444.217548935 5456934.67686594,410375.898754373 5457007.03267349,410316.414313799 5457070.29407993,410296.201932496 5457086.24666917);C
1751;LINESTRING (411432.522309474 5456750.30575637,411418.896991666 5456764.73587663,411404.282196596 5456766.52793313,411365.30870585 5456770.65831305,411333.262799804 5456768.83956305,411290.586728104 5456761.35462483,411245.605046931 5456756.23119225,411195.475518347 5456746.92130619,411162.805016282 5456730.32462289,411150.421571315 5456713.00017591,411143.351793385 5456686.24951461,411140.417941825 5456649.70245738,411130.295573891 5456627.28213932,411117.672965873 5456595.17262072,411122.317131934 5456568.62195267,411150.570227898 5456528.84692928,411196.894519816 5456496.1748774,411212.974670326 5456476.44506047,411228.003838342 5456463.74868077,411244.58910715 5456451.40530803,411278.342380214 5456438.01789352,411307.224627908 5456437.16308453,411316.596019088 5456437.40121999,411398.879602084 5456431.01626999,411422.956680308 5456422.84495822,411446.453870097 5456402.60727872,411456.689900421 5456383.75063047,411464.671713655 5456370.00077744,411481.65699141 5456358.04089081,411502.885786624 5456342.91046224,411526.813078787 5456325.39051178,411543.712085904 5456307.59446375,411556.172976773 5456281.30777257,411564.397051332 5456258.6029711,411559.95339928 5456249.3228725,411554.825081838 5456245.90264868,411542.574657941 5456261.28882634,411522.790085058 5456269.39056793,411497.465513101 5456272.91128252,411460.181996443 5456261.05718941,411440.078004086 5456249.30489819,411422.84176717 5456245.69048704,411409.656292943 5456251.3513163,411399.935491198 5456253.84292397,411375.80129683 5456258.51258257,411355.540591656 5456237.04464935,411332.946710432 5456191.85194395,411315.333808369 5456164.88179675,411301.640078644 5456139.01608103,411297.686047327 5456111.82584375,411292.151747091 5456107.62291453,411252.852395973 5456140.58104249,411187.334351145 5456193.81093158,411151.383523793 5456192.44535475,411115.977455091 5456200.022445,411084.681607209 5456196.63619683,411057.98696662 5456163.58664317,411050.54205309 5456138.00970834,411043.579082497 5456117.48438523,411029.858787311 5456090.06300137,411021.222975275 5456063.32668479,411021.416395762 5456027.11831734,411018.086665922 5456014.31796151,410993.706267229 5456003.81507279,410957.553466981 5455989.59979471,410933.049094387 5455947.1638299,410916.946744128 5455917.44615461,410921.855349611 5455907.24791128,410904.636563111 5455904.80235501,410878.131486442 5455931.70716906,410847.649402231 5455954.39551679,410806.729931903 5455983.86933088,410756.502799961 5456016.60787194,410726.781412765 5456038.11702914,410683.831783973 5456062.17614399,410663.577720757 5456089.75896644,410648.556068114 5456126.21928151,410649.700217866 5456172.92513095,410656.531299735 5456226.93316143,410656.180630566 5456247.47670022,410646.487358651 5456263.3015657,410632.91603744 5456269.35972926,410611.842898783 5456276.02904582,410589.866540012 5456287.58349397);B
1752;LINESTRING (410619.084840418 5455567.39489888,410605.197994661 5455548.30575498,410609.441302206 5455521.36086201,410613.03974882 5455502.2212579,410617.005000859 5455481.90814713,410631.129422313 5455461.81926437,410649.287793112 5455449.84892852,410645.001113978 5455426.15602677,410669.873377893 5455394.99562064,410686.109422277 5455336.32113752,410703.38874779 5455294.36471499,410729.105774899 5455266.30437843,410760.303687003 5455212.11333624);B
1753;LINESTRING (410018.892851136 5459144.26172263,410016.326966457 5459118.61730597,410018.332455765 5459110.02234439,410026.069639034 5459105.80368149,410054.547428652 5459093.08383994,410087.0956043 5459090.80565353,410120.858325371 5459079.15617696,410146.380821069 5459064.53919678,410172.659349845 5459048.54226985,410188.313791733 5459039.52423854,410230.654829577 5459039.03288615,410263.859095788 5459040.82595351,410314.521625936 5459036.68562359,410349.118619457 5459040.01323562,410382.806699047 5459047.8370932,410413.058527726 5459059.98708665,410455.65500448 5459075.63900697,410525.563067915 5459090.45751068,410596.919631852 5459098.63716002,410614.068470395 5459097.37979121,410533.572340469 5459079.24089881,410468.956187338 5459041.37407003,410379.46587928 5458986.60011444,410310.660885709 5458955.21940339,410204.745590817 5458898.58120234,410168.739007188 5458880.28821872,410147.856271229 5458856.11062729,410138.80059936 5458839.33452026,410131.058004268 5458831.6773147,410123.414973796 5458829.66727301,410106.154767931 5458836.17644534,410086.657415246 5458849.13829506,410065.665447465 5458854.34090799,410058.36427426 5458849.21186256,410050.452959708 5458818.79560008,410049.804023867 5458755.55764076,410043.030888665 5458726.67951992,410041.622864156 5458720.66458585,410031.181259535 5458678.80314835,410027.511792284 5458597.72310699,410017.194855609 5458467.90323961,410003.291690607 5458381.73110764,409989.494197129 5458278.03271987,409970.140657051 5458383.44131728,409947.996292095 5458484.99272775,409927.029567547 5458634.39509127,409902.582439797 5458738.70881771,409876.044964864 5458809.9759665,409836.788850337 5458867.81911736,409807.607468362 5458944.57864895,409785.161706554 5458979.97386338,409747.621810518 5459023.01152195,409722.347614072 5459040.7398075,409707.527758739 5459041.17221015);B
1754;LINESTRING (410280.996664747 5458168.88922936,410286.195657598 5458185.61728898,410286.127480299 5458205.077748,410278.272038034 5458226.22199997,410283.988981383 5458241.69620905,410292.143429044 5458262.96846513,410293.086801284 5458273.07193739,410279.73130637 5458291.58160634,410276.205918812 5458314.9903463,410282.709162713 5458354.58132096,410283.097333303 5458402.45611597,410286.904414844 5458444.0370219,410292.982936732 5458481.68900439,410296.623960942 5458513.5429498,410285.022490789 5458544.08881761,410275.604630207 5458564.86940389,410261.540563937 5458588.06095656,410265.20623721 5458597.34162754,410268.943901337 5458611.48040658,410272.733447015 5458628.35377165,410282.251230732 5458637.33880688,410293.208621479 5458651.17077106,410304.70127546 5458661.6914929,410321.785225914 5458668.41820571,410340.882874894 5458678.61481886,410360.055394045 5458681.80490804,410373.484136293 5458679.43991252,410403.003163727 5458682.66166422,410414.143745096 5458683.64770318,410422.255704779 5458690.32075528,410434.545411174 5458714.06111163,410454.259341154 5458726.38303834,410461.896224523 5458728.01557275,410473.841263792 5458742.22098464,410478.886583989 5458776.38728631,410483.93402116 5458787.00218936,410495.855906433 5458788.17582078,410508.474424682 5458795.94319659,410526.488764157 5458823.67147458,410555.836096027 5458864.24763123,410570.28626914 5458888.92053143,410591.256034527 5458942.28726609);C
1755;LINESTRING (409989.494197129 5458278.03271987,409983.177780629 5458225.98497406,409977.799581408 5458183.25125979,409990.772274325 5458141.39585522,410015.438068903 5458098.18158981,410075.476127982 5458022.07529847);A
1756;LINESTRING (433541.94940179 5448240.9484376,433546.688559999 5448228.9947766,433547.985849448 5448222.94191806,433540.970490754 5448208.69495235,433532.179036343 5448192.82388732,433521.617089762 5448175.79563178,433505.718851603 5448187.09440774,433504.883316025 5448198.80092113,433507.410709773 5448213.78015096,433512.071349234 5448227.36612112,433515.928787488 5448239.0160739,433516.732554867 5448257.32933189,433521.197528716 5448262.54559382,433535.333312564 5448259.84029372,433541.980801448 5448267.75425826,433542.891557661 5448270.75634323,433548.08801652 5448271.96122949,433560.433567212 5448266.4535131,433578.00869712 5448272.76830695);A
1757;LINESTRING (433961.264464915 5447946.737808,433941.809460391 5448020.26234549,433929.938992021 5448073.4275241,433909.15407198 5448100.96072398,433911.799456483 5448125.87843697,433900.186215986 5448135.37915629,433898.871578875 5448156.44180017,433892.787290087 5448170.55708572,433881.9351338 5448178.48104984,433875.76874171 5448186.34886926,433879.145312353 5448206.58813231,433879.580078677 5448227.05166713,433885.136868115 5448234.00069982,433892.761941392 5448233.52018087,433898.051886933 5448234.62421097,433894.419454089 5448241.68336936,433895.878170018 5448249.07066121,433900.758340134 5448248.8231743,433902.994379512 5448256.00102511,433914.012210025 5448261.91736661,433924.629681408 5448266.65998792,433925.273373758 5448271.72221132);A
1758;LINESTRING (432594.224467508 5447753.21198631,432600.01707002 5447763.18106651,432603.473331093 5447765.67382375,432611.167424096 5447763.63413761,432614.617273298 5447757.84383065,432631.97376606 5447746.02435319,432659.235204378 5447737.11933424,432675.73976109 5447728.34569699,432671.211447936 5447709.67770562,432661.404446932 5447690.89624579,432651.577457871 5447654.35909272,432638.670454366 5447615.71372209);A
1759;LINESTRING (424645.349533365 5448818.92832219,424671.268369697 5448827.14679691,424719.326145483 5448853.39791342,424739.102533209 5448870.27305757,424776.877895954 5448916.93436229,424794.330744781 5448963.86186881,424812.678156003 5448990.89700161,424819.711082873 5449019.253875,424841.834409933 5449064.56124206,424843.335097285 5449074.68104313,424852.583817992 5449093.4568004,424868.105381681 5449113.71485038,424884.711303199 5449141.36322448,424940.151204027 5449208.04328872,424936.631559111 5449222.51214055,424940.262075589 5449230.64608637,424927.386382889 5449246.78779137);A
1760;LINESTRING (430109.162061985 5449571.97771251,430099.229693962 5449578.25212006,430085.587406793 5449589.04320508,430074.925323865 5449595.80500387,430072.795983613 5449597.3997097,430066.093538553 5449592.90390134,430060.747727645 5449595.40664583,430056.484306888 5449605.68971089,430051.85422913 5449610.61833005,430049.035469929 5449619.32649089,430045.139744118 5449628.14838239,430041.482277029 5449632.77559208,430037.378724326 5449640.72176752,430032.806115958 5449642.13623899,430027.751734669 5449644.05715885,430026.182775198 5449659.3760808,430022.835567546 5449672.37157363,430029.751440458 5449686.22637094,430034.351382105 5449709.93928839,430041.279452672 5449724.76125133,430045.39120434 5449748.48037163,430056.294419152 5449768.22187751,430065.917056537 5449779.49625388,430072.791810384 5449790.12726782,430082.911648451 5449802.11806759);B
1761;LINESTRING (428187.600471612 5453523.96312848,428191.894322046 5453527.69859095,428196.189214668 5453530.95594239,428199.411110422 5453534.57196309,428198.40464318 5453540.03320876,428196.755952018 5453544.82459194,428196.351367149 5453551.21195517,428194.78359208 5453561.65054368,428192.30024526 5453577.26011105,428191.290119081 5453585.79014602,428189.143217167 5453597.6038789,428183.902885807 5453613.41618114,428185.56014611 5453615.98520918,428189.060662455 5453617.51840774,428192.596432132 5453621.19704292,428198.55294254 5453630.71475126,428198.549509059 5453632.12686105,428199.360117916 5453641.24468146,428200.819215484 5453645.92883568,428205.957140302 5453659.6823003,428206.385033185 5453667.3708088,428212.207408148 5453671.63117123,428212.25522899 5453675.29969324,428211.72499551 5453681.54415229,428212.19140544 5453685.48518339,428212.592949472 5453690.59451546,428214.0830821 5453701.57140891,428218.753689151 5453710.76122247,428218.305697533 5453712.70170216,428218.939502567 5453714.9616399,428219.964041645 5453718.15044909,428220.897561307 5453721.61841038,428222.418696578 5453723.24414017,428223.408277946 5453724.30974865,428227.354864047 5453727.67172884,428230.850444961 5453729.94996439,428233.633085627 5453733.39382969,428234.184846746 5453734.38731528,428235.720171604 5453737.10248868,428237.328150418 5453739.8055971,428238.988971062 5453742.65255948,428242.893186411 5453750.02892516,428247.036328189 5453757.30211278,428250.767076036 5453763.10189958,428254.34471468 5453770.00442712,428256.268350467 5453774.58247549,428258.295033029 5453777.56921908);A
1762;LINESTRING (428222.418696578 5453723.24414017,428221.419120813 5453723.64632033,428219.913709019 5453724.34417806,428219.271580556 5453724.79729269,428217.851396553 5453727.00617283,428216.233348377 5453729.11756492,428215.089587719 5453730.18874311,428214.354558714 5453730.77649279,428213.504174054 5453732.01062645,428212.225606065 5453732.79447834,428211.976311467 5453733.22023576,428212.151108687 5453734.34093812,428212.623338554 5453735.93586406,428212.640148549 5453737.22540525,428212.172094736 5453738.74363945,428211.927292803 5453739.51401565,428212.913071325 5453740.84651879,428213.380373455 5453742.06347583,428213.425868668 5453743.31928723,428213.913885719 5453743.89109412,428214.193935556 5453745.26615287,428214.370470958 5453746.52025613,428215.131001824 5453747.8890517,428215.054585621 5453749.84692555,428213.859945609 5453752.04174836,428212.861142291 5453754.17842546,428212.554264621 5453755.77238903,428212.867491927 5453757.45833671,428213.50802942 5453759.11778047);C
1763;LINESTRING (428220.038513166 5453756.26411849,428220.162958011 5453754.63917741,428220.866146355 5453753.28465842,428220.201706798 5453752.02579584,428219.521512721 5453751.23412087,428218.687099098 5453750.90031973,428217.478651397 5453750.36014032,428216.968650317 5453749.77750107,428216.293127193 5453748.78563037,428215.131001824 5453747.8890517);A
1764;LINESTRING (428230.850444961 5453729.94996439,428231.565845071 5453728.97332097,428231.780950574 5453728.15885825,428231.32295978 5453727.0974391,428231.017813578 5453726.58995921,428230.895573999 5453725.59087625,428231.207855613 5453723.85230142,428231.811774181 5453722.14328184,428232.195408134 5453720.292591,428232.535543314 5453717.89765459,428231.363020034 5453713.40989298,428230.295639445 5453710.84428298,428231.266496628 5453708.79692269,428231.774290965 5453707.53390078,428232.142967759 5453705.09411795,428231.53502752 5453703.70109427);B
1765;LINESTRING (427959.529858473 5452942.90254741,427958.629545028 5452939.76775238,427957.855335486 5452936.80920617,427957.969116827 5452934.37274014,427959.231241724 5452933.433388,427959.392792985 5452930.75168763,427962.860269442 5452927.49305881,427967.233199402 5452925.53458892,427970.178175144 5452922.97215201,427971.613623829 5452920.80748823,427974.625997254 5452919.50057656,427976.404969428 5452917.43148995,427977.543508476 5452914.83708381,427979.932395329 5452910.95880755,427982.696735421 5452905.71915224,427984.904459131 5452902.46588954,427989.884557404 5452899.0429615,427995.730039265 5452897.75461948);A
1766;LINESTRING (428842.20103608 5452866.55252593,428840.155013278 5452862.63186073,428837.00124201 5452858.64767673,428832.989177702 5452856.9983661,428828.352209489 5452857.14722353,428826.131214901 5452856.03070605,428822.809843054 5452855.98467266,428819.79442475 5452855.94580638,428818.415316768 5452854.60716033,428816.751326301 5452854.32846106,428814.461629438 5452854.65825144,428813.147037874 5452854.93096708,428811.659950779 5452854.81676193,428809.059657281 5452854.21660773,428806.997360826 5452852.41981348,428805.53906401 5452851.71595311,428801.142230765 5452850.16058691,428796.570215082 5452848.57413283,428794.630254412 5452848.35460027,428792.954620863 5452847.17545356,428791.220976193 5452847.1422711,428790.203859311 5452846.76626906,428788.006420691 5452845.78288517,428785.398648214 5452846.29469681,428782.722899912 5452844.92834825,428781.073513035 5452843.52649412,428779.91287761 5452842.75208053,428776.770364808 5452842.45915345,428773.028829715 5452842.58536113,428768.511511697 5452842.97733038,428765.923858035 5452843.3554681,428764.570415959 5452843.43968182,428762.65627856 5452844.65412364,428760.795359806 5452845.4787275,428759.321875827 5452845.85357811,428758.005035402 5452846.51548639,428756.633252493 5452847.43383298,428754.512265902 5452847.29448584,428752.050788064 5452847.29296642,428750.005397278 5452847.93094405,428747.503448189 5452848.74160671,428745.230433073 5452850.36096577,428743.699775283 5452853.07146267);A
1767;LINESTRING (428766.348214392 5452884.05511124,428764.48329975 5452887.94849479,428764.525219073 5452888.93750659,428764.749952883 5452893.92684416,428764.881884166 5452895.68187418,428766.883105251 5452897.82411862,428768.050056437 5452899.08766529,428768.061276552 5452901.64479432,428769.277476495 5452904.46430602,428769.819780085 5452905.29118716,428769.467223942 5452906.18523275,428770.655009943 5452907.37068044,428772.108940713 5452908.86400727,428772.962225317 5452910.08713652,428772.78834686 5452911.84612099,428771.378641456 5452913.20969801,428770.352679513 5452914.40153445,428769.87270789 5452916.14223998,428768.222109715 5452918.58743547,428767.030704443 5452921.62709686,428765.709433237 5452923.63440969,428765.699860228 5452925.14666086,428764.52210669 5452927.55238708);C
1768;LINESTRING (428333.228920392 5452665.21075993,428335.868043686 5452674.38262701,428338.737100818 5452678.83721837,428339.789616443 5452681.36968603,428340.16534151 5452684.50024336,428340.85279742 5452691.44042508,428342.879894946 5452696.67315408,428341.739826626 5452700.84633985,428340.422310061 5452704.25465086,428339.623943213 5452707.82298794,428339.481148701 5452710.28205587,428341.662409264 5452714.48986792,428342.613854496 5452715.41145393,428344.234803984 5452715.73504571,428346.192721173 5452716.20991533,428348.512816667 5452718.21444152,428350.835223886 5452720.39683616,428352.99883273 5452723.248413,428354.219436086 5452725.26724157,428356.376390778 5452727.60745068,428358.602595689 5452729.1128651,428360.58658212 5452731.0328185,428361.965833754 5452732.37135104,428362.590897722 5452735.07616055,428363.903733183 5452738.02775404,428365.290643968 5452739.95547349,428366.073978231 5452741.39070502,428366.689841147 5452742.82811438,428366.899088995 5452746.03866839);A
1769;LINESTRING (428335.868043686 5452674.38262701,428334.875107695 5452676.43024767,428333.627322373 5452678.48118393,428331.197148564 5452680.89217953,428328.518007054 5452684.31820792,428325.74995045 5452687.06716,428324.654167214 5452687.92643065);A
1770;LINESTRING (430117.605305124 5449855.83630762,430117.956665653 5449857.68863856,430117.642401778 5449859.33815482,430116.287690132 5449859.95572209,430113.859063552 5449859.77525314,430109.525395372 5449859.90801271,430103.20200968 5449857.69776475,430097.446967613 5449853.189914,430093.179214008 5449848.75215997,430089.985077103 5449848.53693315,430086.173118836 5449846.71736399,430084.225221949 5449843.6511289,430081.488884877 5449839.31626838,430080.121918266 5449835.51996764,430078.740701953 5449834.04760797,430076.644315038 5449833.06241218,430075.370961145 5449833.20086352,430072.908190904 5449837.22362676,430070.106504524 5449837.50376531,430065.504020521 5449836.55035837,430064.170177813 5449833.64311879);A
1771;LINESTRING (430075.370961145 5449833.20086352,430074.70745773 5449827.99471583,430074.08582456 5449826.0902226,430071.636925441 5449824.88712981);C
